-3.777618570199999795e+02,1.409460000000000036e+04
-3.774695381799999723e+02,1.379089999999999964e+04
-3.771772193300000140e+02,1.421060000000000036e+04
-3.768849004799999989e+02,1.417760000000000036e+04
-3.765925816299999838e+02,1.408279999999999927e+04
-3.763002627800000255e+02,1.379810000000000036e+04
-3.760079439400000183e+02,1.374089999999999964e+04
-3.757156250900000032e+02,1.372929999999999927e+04
-3.754233062399999881e+02,1.353000000000000000e+04
-3.751309873899999729e+02,1.359000000000000000e+04
-3.748386685400000147e+02,1.371779999999999927e+04
-3.745463497000000075e+02,1.383539999999999964e+04
-3.742540308499999924e+02,1.406039999999999964e+04
-3.739617119999999773e+02,1.467539999999999964e+04
-3.736693931500000190e+02,1.445750000000000000e+04
-3.733770743000000039e+02,1.442979999999999927e+04
-3.730847554599999967e+02,1.407810000000000036e+04
-3.727924366099999816e+02,1.417260000000000036e+04
-3.725001177600000233e+02,1.399060000000000036e+04
-3.722077989100000082e+02,1.435700000000000000e+04
-3.719154800599999930e+02,1.411960000000000036e+04
-3.716231612199999859e+02,1.382450000000000000e+04
-3.713308423700000276e+02,1.430950000000000000e+04
-3.710385235200000125e+02,1.390079999999999927e+04
-3.707462046699999973e+02,1.405710000000000036e+04
-3.704538858199999822e+02,1.424889999999999964e+04
-3.701615669799999750e+02,1.433210000000000036e+04
-3.698692481300000168e+02,1.418829999999999927e+04
-3.695769292800000017e+02,1.391950000000000000e+04
-3.692846104299999865e+02,1.377089999999999964e+04
-3.689922915800000283e+02,1.397550000000000000e+04
-3.686999727400000211e+02,1.386589999999999964e+04
-3.684076538900000060e+02,1.368600000000000000e+04
-3.681153350399999908e+02,1.392739999999999964e+04
-3.678230161899999757e+02,1.442029999999999927e+04
-3.675306973400000174e+02,1.403910000000000036e+04
-3.672383785000000103e+02,1.407579999999999927e+04
-3.669460596499999951e+02,1.411439999999999964e+04
-3.666537407999999800e+02,1.392279999999999927e+04
-3.663614219500000218e+02,1.402689999999999964e+04
-3.660691031000000066e+02,1.376950000000000000e+04
-3.657767842599999994e+02,1.393089999999999964e+04
-3.654844654099999843e+02,1.387760000000000036e+04
-3.651921465600000261e+02,1.391600000000000000e+04
-3.648998277100000109e+02,1.416889999999999964e+04
-3.646075088599999958e+02,1.415489999999999964e+04
-3.643151900199999886e+02,1.413239999999999964e+04
-3.640228711699999735e+02,1.412810000000000036e+04
-3.637305523200000152e+02,1.389000000000000000e+04
-3.634382334700000001e+02,1.439250000000000000e+04
-3.631459146199999850e+02,1.455900000000000000e+04
-3.628535957799999778e+02,1.423679999999999927e+04
-3.625612769300000195e+02,1.443900000000000000e+04
-3.622689580800000044e+02,1.443460000000000036e+04
-3.619766392299999893e+02,1.426160000000000036e+04
-3.616843203799999742e+02,1.447279999999999927e+04
-3.613920015400000239e+02,1.443129999999999927e+04
-3.610996826900000087e+02,1.467350000000000000e+04
-3.608073638399999936e+02,1.473639999999999964e+04
-3.605150449899999785e+02,1.424210000000000036e+04
-3.602227261400000202e+02,1.412839999999999964e+04
-3.599304073000000130e+02,1.439400000000000000e+04
-3.596380884499999979e+02,1.420539999999999964e+04
-3.593457695999999828e+02,1.431039999999999964e+04
-3.590534507500000245e+02,1.428810000000000036e+04
-3.587611319000000094e+02,1.463110000000000036e+04
-3.584688130600000022e+02,1.463729999999999927e+04
-3.581764942099999871e+02,1.484479999999999927e+04
